skill_name,skill_url
Prediction Markets,http://www.linkedin.com/skills/skill/Prediction_Markets
Collective Intelligence,http://www.linkedin.com/skills/skill/Collective_Intelligence
Economic Intelligence,http://www.linkedin.com/skills/skill/Economic_Intelligence
Open Mind,http://www.linkedin.com/skills/skill/Open_Mind
Independence,http://www.linkedin.com/skills/skill/Independence
New Market,http://www.linkedin.com/skills/skill/New_Market
Google API,http://www.linkedin.com/skills/skill/Google_API
DoubleClick,http://www.linkedin.com/skills/skill/DoubleClick
Campaign Strategies,http://www.linkedin.com/skills/skill/Campaign_Strategies
Right Media,http://www.linkedin.com/skills/skill/Right_Media
Media Management,http://www.linkedin.com/skills/skill/Media_Management
Partnership Development,http://www.linkedin.com/skills/skill/Partnership_Development
Media Agencies,http://www.linkedin.com/skills/skill/Media_Agencies
Appnexus,http://www.linkedin.com/skills/skill/Appnexus
Campaign Performance Analysis,http://www.linkedin.com/skills/skill/Campaign_Performance_Analysis
Operation and Business Management,http://www.linkedin.com/skills/skill/Operation_and_Business_Management
PS&C Practice and Management,http://www.linkedin.com/skills/skill/PS&C_Practice_and_Management
"Web Applications - Architecture, Design, Integrations","http://www.linkedin.com/skills/skill/Web_Applications_-_Architecture,_Design,_Integrations"
Design Consulting,http://www.linkedin.com/skills/skill/Design_Consulting
Envisioning,http://www.linkedin.com/skills/skill/Envisioning
Focusing,http://www.linkedin.com/skills/skill/Focusing
Executing,http://www.linkedin.com/skills/skill/Executing
Banner Ads,http://www.linkedin.com/skills/skill/Banner_Ads
Communications Audits,http://www.linkedin.com/skills/skill/Communications_Audits
CPM,http://www.linkedin.com/skills/skill/CPM
Studio Photography,http://www.linkedin.com/skills/skill/Studio_Photography
Classroom,http://www.linkedin.com/skills/skill/Classroom
Advertising Operations,http://www.linkedin.com/skills/skill/Advertising_Operations
WYSIWYG layout tools,http://www.linkedin.com/skills/skill/WYSIWYG_layout_tools
Multivariate Testing,http://www.linkedin.com/skills/skill/Multivariate_Testing
Advertising Sales,http://www.linkedin.com/skills/skill/Advertising_Sales
Thinking Outside The Box,http://www.linkedin.com/skills/skill/Thinking_Outside_The_Box
Rational Software Architect,http://www.linkedin.com/skills/skill/Rational_Software_Architect
Product Launches,http://www.linkedin.com/skills/skill/Product_Launches
SCSS,http://www.linkedin.com/skills/skill/SCSS
RTL coding,http://www.linkedin.com/skills/skill/RTL_coding
Code Design,http://www.linkedin.com/skills/skill/Code_Design
Debugging Code,http://www.linkedin.com/skills/skill/Debugging_Code
Platform Architecture,http://www.linkedin.com/skills/skill/Platform_Architecture
TIBCO,http://www.linkedin.com/skills/skill/TIBCO
SOA Governance,http://www.linkedin.com/skills/skill/SOA_Governance
WebSphere Process Server,http://www.linkedin.com/skills/skill/WebSphere_Process_Server
WebSphere Integration Developer,http://www.linkedin.com/skills/skill/WebSphere_Integration_Developer
WebSphere ESB,http://www.linkedin.com/skills/skill/WebSphere_ESB
BAM,http://www.linkedin.com/skills/skill/BAM
TIBCO Business Studio,http://www.linkedin.com/skills/skill/TIBCO_Business_Studio
Message Broker,http://www.linkedin.com/skills/skill/Message_Broker
WBI,http://www.linkedin.com/skills/skill/WBI
TIBCO iProcess,http://www.linkedin.com/skills/skill/TIBCO_iProcess
Managing IT Infrastructure,http://www.linkedin.com/skills/skill/Managing_IT_Infrastructure
Managing Managers,http://www.linkedin.com/skills/skill/Managing_Managers
Rational Rose,http://www.linkedin.com/skills/skill/Rational_Rose
Gaming,http://www.linkedin.com/skills/skill/Gaming
Business Cards,http://www.linkedin.com/skills/skill/Business_Cards
Magic,http://www.linkedin.com/skills/skill/Magic
Sybase SQL Anywhere,http://www.linkedin.com/skills/skill/Sybase_SQL_Anywhere
MS-SQL 2005,http://www.linkedin.com/skills/skill/MS-SQL_2005
MS-SQL 2008,http://www.linkedin.com/skills/skill/MS-SQL_2008
Data Dude,http://www.linkedin.com/skills/skill/Data_Dude
Team System,http://www.linkedin.com/skills/skill/Team_System
iBolt,http://www.linkedin.com/skills/skill/iBolt
eDeveloper,http://www.linkedin.com/skills/skill/eDeveloper
UniPaaS,http://www.linkedin.com/skills/skill/UniPaaS
DBA,http://www.linkedin.com/skills/skill/DBA
ERP design,http://www.linkedin.com/skills/skill/ERP_design
DFD,http://www.linkedin.com/skills/skill/DFD
OO-DFD,http://www.linkedin.com/skills/skill/OO-DFD
Database Analysis,http://www.linkedin.com/skills/skill/Database_Analysis
Visual Identity,http://www.linkedin.com/skills/skill/Visual_Identity
Unity,http://www.linkedin.com/skills/skill/Unity
Automated QA using Selenium,http://www.linkedin.com/skills/skill/Automated_QA_using_Selenium
Packet Capture,http://www.linkedin.com/skills/skill/Packet_Capture
Sniffer,http://www.linkedin.com/skills/skill/Sniffer
Lawful Interception,http://www.linkedin.com/skills/skill/Lawful_Interception
Wireshark,http://www.linkedin.com/skills/skill/Wireshark
GSM,http://www.linkedin.com/skills/skill/GSM
General Administration,http://www.linkedin.com/skills/skill/General_Administration
"System approach, technical/technological and practical","http://www.linkedin.com/skills/skill/System_approach,_technical/technological_and_practical"
"Analysis, planning and leading processes in the organizations","http://www.linkedin.com/skills/skill/Analysis,_planning_and_leading_processes_in_the_organizations"
Projects team leader,http://www.linkedin.com/skills/skill/Projects_team_leader
"Rich and varied experience, problem solving","http://www.linkedin.com/skills/skill/Rich_and_varied_experience,_problem_solving"
High Level product delivery,http://www.linkedin.com/skills/skill/High_Level_product_delivery
"initiative, creativity, ability to work under pressure","http://www.linkedin.com/skills/skill/initiative,_creativity,_ability_to_work_under_pressure"
Rescue and return to normal situation in a short time,http://www.linkedin.com/skills/skill/Rescue_and_return_to_normal_situation_in_a_short_time
Fast and independent study of new technologies,http://www.linkedin.com/skills/skill/Fast_and_independent_study_of_new_technologies
Very good interpersonal skills,http://www.linkedin.com/skills/skill/Very_good_interpersonal_skills
Affiliates,http://www.linkedin.com/skills/skill/Affiliates
Investment Management,http://www.linkedin.com/skills/skill/Investment_Management
Service Providers,http://www.linkedin.com/skills/skill/Service_Providers
Metro Ethernet,http://www.linkedin.com/skills/skill/Metro_Ethernet
NGN,http://www.linkedin.com/skills/skill/NGN
Cisco,http://www.linkedin.com/skills/skill/Cisco
WLAN,http://www.linkedin.com/skills/skill/WLAN
LAN/WAN,http://www.linkedin.com/skills/skill/LAN/WAN
IP Networking,http://www.linkedin.com/skills/skill/IP_Networking
Trade Marketing,http://www.linkedin.com/skills/skill/Trade_Marketing
Load Balancing,http://www.linkedin.com/skills/skill/Load_Balancing
AWS Architect & Specialist,http://www.linkedin.com/skills/skill/AWS_Architect_&_Specialist
AWS Solution provider,http://www.linkedin.com/skills/skill/AWS_Solution_provider
Critical Thinking,http://www.linkedin.com/skills/skill/Critical_Thinking
Avid,http://www.linkedin.com/skills/skill/Avid
HD,http://www.linkedin.com/skills/skill/HD
COBIT,http://www.linkedin.com/skills/skill/COBIT
Camera,http://www.linkedin.com/skills/skill/Camera
Service Desk,http://www.linkedin.com/skills/skill/Service_Desk
DV,http://www.linkedin.com/skills/skill/DV
HDV,http://www.linkedin.com/skills/skill/HDV
Compliance,http://www.linkedin.com/skills/skill/Compliance
Cinematography,http://www.linkedin.com/skills/skill/Cinematography
35mm,http://www.linkedin.com/skills/skill/35mm
Executive Managment,http://www.linkedin.com/skills/skill/Executive_Managment
DNA,http://www.linkedin.com/skills/skill/DNA
Establishing new business,http://www.linkedin.com/skills/skill/Establishing_new_business
forming a strategy,http://www.linkedin.com/skills/skill/forming_a_strategy
managing employees and company assets,http://www.linkedin.com/skills/skill/managing_employees_and_company_assets
constructing new and innovative products,http://www.linkedin.com/skills/skill/constructing_new_and_innovative_products
web 2.0 recruiting,http://www.linkedin.com/skills/skill/web_2.0_recruiting
SSL,http://www.linkedin.com/skills/skill/SSL
Conversions,http://www.linkedin.com/skills/skill/Conversions
Keyword Analysis,http://www.linkedin.com/skills/skill/Keyword_Analysis
Keyword Advertising,http://www.linkedin.com/skills/skill/Keyword_Advertising
Off Page Optimization,http://www.linkedin.com/skills/skill/Off_Page_Optimization
Online Publishing,http://www.linkedin.com/skills/skill/Online_Publishing
Affiliate Relations,http://www.linkedin.com/skills/skill/Affiliate_Relations
Report Generation,http://www.linkedin.com/skills/skill/Report_Generation
Marketing ROI,http://www.linkedin.com/skills/skill/Marketing_ROI
Email Marketing Software,http://www.linkedin.com/skills/skill/Email_Marketing_Software
Dedication to work,http://www.linkedin.com/skills/skill/Dedication_to_work
Ad server technology,http://www.linkedin.com/skills/skill/Ad_server_technology
Campaign management &analysis,http://www.linkedin.com/skills/skill/Campaign_management_&analysis
Strong analytical skills,http://www.linkedin.com/skills/skill/Strong_analytical_skills
Professional Search,http://www.linkedin.com/skills/skill/Professional_Search
Global (world-wide) Search,http://www.linkedin.com/skills/skill/Global_(world-wide)_Search
Relocation,http://www.linkedin.com/skills/skill/Relocation
Continuous Delivery,http://www.linkedin.com/skills/skill/Continuous_Delivery
JVM,http://www.linkedin.com/skills/skill/JVM
Zend Studio,http://www.linkedin.com/skills/skill/Zend_Studio
Infrastructure Management,http://www.linkedin.com/skills/skill/Infrastructure_Management
Zend Certified Engineer,http://www.linkedin.com/skills/skill/Zend_Certified_Engineer
Rackspace,http://www.linkedin.com/skills/skill/Rackspace
RightScale,http://www.linkedin.com/skills/skill/RightScale
Amazon S3,http://www.linkedin.com/skills/skill/Amazon_S3
Online Payment Solutions,http://www.linkedin.com/skills/skill/Online_Payment_Solutions
RSpec,http://www.linkedin.com/skills/skill/RSpec
Moodle,http://www.linkedin.com/skills/skill/Moodle
Xdebug,http://www.linkedin.com/skills/skill/Xdebug
Webrick,http://www.linkedin.com/skills/skill/Webrick
Templates,http://www.linkedin.com/skills/skill/Templates
IRB,http://www.linkedin.com/skills/skill/IRB
A2Billing,http://www.linkedin.com/skills/skill/A2Billing
HAML,http://www.linkedin.com/skills/skill/HAML
Selenium Testing,http://www.linkedin.com/skills/skill/Selenium_Testing
Performance Improvement,http://www.linkedin.com/skills/skill/Performance_Improvement
Production Managment,http://www.linkedin.com/skills/skill/Production_Managment
Production Support,http://www.linkedin.com/skills/skill/Production_Support
Upload,http://www.linkedin.com/skills/skill/Upload
MTM,http://www.linkedin.com/skills/skill/MTM
Financial Mathmatics,http://www.linkedin.com/skills/skill/Financial_Mathmatics
AES,http://www.linkedin.com/skills/skill/AES
Cypher,http://www.linkedin.com/skills/skill/Cypher
File Systems,http://www.linkedin.com/skills/skill/File_Systems
AWS,http://www.linkedin.com/skills/skill/AWS
Nearshore,http://www.linkedin.com/skills/skill/Nearshore
Real time analytics,http://www.linkedin.com/skills/skill/Real_time_analytics
Electronic Trading,http://www.linkedin.com/skills/skill/Electronic_Trading
High Frequency Trading,http://www.linkedin.com/skills/skill/High_Frequency_Trading
Automated Trading,http://www.linkedin.com/skills/skill/Automated_Trading
Test Design,http://www.linkedin.com/skills/skill/Test_Design
Test Automation Framework,http://www.linkedin.com/skills/skill/Test_Automation_Framework
K-12,http://www.linkedin.com/skills/skill/K-12
TOC,http://www.linkedin.com/skills/skill/TOC
Manage Complex Projects,http://www.linkedin.com/skills/skill/Manage_Complex_Projects
Network Infrastructure,http://www.linkedin.com/skills/skill/Network_Infrastructure
Server Side,http://www.linkedin.com/skills/skill/Server_Side
Sentiment Analysis,http://www.linkedin.com/skills/skill/Sentiment_Analysis
Collaborative Filtering,http://www.linkedin.com/skills/skill/Collaborative_Filtering
Genetic Algorithms,http://www.linkedin.com/skills/skill/Genetic_Algorithms
Text Classification,http://www.linkedin.com/skills/skill/Text_Classification
Evolutionary Algorithms,http://www.linkedin.com/skills/skill/Evolutionary_Algorithms
ZeroMQ,http://www.linkedin.com/skills/skill/ZeroMQ
"English, German, Spanish, Italian, Hebrew,","http://www.linkedin.com/skills/skill/English,_German,_Spanish,_Italian,_Hebrew,"
802.1x,http://www.linkedin.com/skills/skill/802.1x
WPS,http://www.linkedin.com/skills/skill/WPS
Technical Communication,http://www.linkedin.com/skills/skill/Technical_Communication
Manuals,http://www.linkedin.com/skills/skill/Manuals
Online Help,http://www.linkedin.com/skills/skill/Online_Help
RoboHelp,http://www.linkedin.com/skills/skill/RoboHelp
FrameMaker,http://www.linkedin.com/skills/skill/FrameMaker
Vertica,http://www.linkedin.com/skills/skill/Vertica
Web Architecture,http://www.linkedin.com/skills/skill/Web_Architecture
Web Crawling,http://www.linkedin.com/skills/skill/Web_Crawling
MapReduce,http://www.linkedin.com/skills/skill/MapReduce
GPON,http://www.linkedin.com/skills/skill/GPON
Carrier Ethernet,http://www.linkedin.com/skills/skill/Carrier_Ethernet
MPLS,http://www.linkedin.com/skills/skill/MPLS
DSL,http://www.linkedin.com/skills/skill/DSL
Video Processing,http://www.linkedin.com/skills/skill/Video_Processing
Cryptography,http://www.linkedin.com/skills/skill/Cryptography
Turnkey Projects,http://www.linkedin.com/skills/skill/Turnkey_Projects
Computer Networking,http://www.linkedin.com/skills/skill/Computer_Networking
iPad development,http://www.linkedin.com/skills/skill/iPad_development
cocoa,http://www.linkedin.com/skills/skill/cocoa
bluetooth,http://www.linkedin.com/skills/skill/bluetooth
Near Field Communication,http://www.linkedin.com/skills/skill/Near_Field_Communication
Audio streaming,http://www.linkedin.com/skills/skill/Audio_streaming
Apple Software,http://www.linkedin.com/skills/skill/Apple_Software
iPhone developer,http://www.linkedin.com/skills/skill/iPhone_developer
Text Analytics,http://www.linkedin.com/skills/skill/Text_Analytics
Pattern Matching,http://www.linkedin.com/skills/skill/Pattern_Matching
Categorization,http://www.linkedin.com/skills/skill/Categorization
Netezza,http://www.linkedin.com/skills/skill/Netezza
Lead Management,http://www.linkedin.com/skills/skill/Lead_Management
Clojure,http://www.linkedin.com/skills/skill/Clojure
Functional Programming,http://www.linkedin.com/skills/skill/Functional_Programming
Compojure,http://www.linkedin.com/skills/skill/Compojure
Sinatra,http://www.linkedin.com/skills/skill/Sinatra
Serialization,http://www.linkedin.com/skills/skill/Serialization
lein,http://www.linkedin.com/skills/skill/lein
Zsh,http://www.linkedin.com/skills/skill/Zsh
Zookeeper,http://www.linkedin.com/skills/skill/Zookeeper
Amazon elastic mapreduce,http://www.linkedin.com/skills/skill/Amazon_elastic_mapreduce
Hardware systems assembly,http://www.linkedin.com/skills/skill/Hardware_systems_assembly
Lotus Domino,http://www.linkedin.com/skills/skill/Lotus_Domino
LotusScript,http://www.linkedin.com/skills/skill/LotusScript
jQure,http://www.linkedin.com/skills/skill/jQure
Struts2,http://www.linkedin.com/skills/skill/Struts2
JSONP,http://www.linkedin.com/skills/skill/JSONP
External Clients,http://www.linkedin.com/skills/skill/External_Clients
Microsoft Reporting Service,http://www.linkedin.com/skills/skill/Microsoft_Reporting_Service
HP,http://www.linkedin.com/skills/skill/HP
Web Parts,http://www.linkedin.com/skills/skill/Web_Parts
SharePoint Designer,http://www.linkedin.com/skills/skill/SharePoint_Designer
QTP,http://www.linkedin.com/skills/skill/QTP
Test Cases,http://www.linkedin.com/skills/skill/Test_Cases
WinRunner,http://www.linkedin.com/skills/skill/WinRunner
Test Strategy,http://www.linkedin.com/skills/skill/Test_Strategy
Software Quality,http://www.linkedin.com/skills/skill/Software_Quality
IBM Mainframe,http://www.linkedin.com/skills/skill/IBM_Mainframe
IBM iSeries,http://www.linkedin.com/skills/skill/IBM_iSeries
ArcGIS Server,http://www.linkedin.com/skills/skill/ArcGIS_Server
OpenGL,http://www.linkedin.com/skills/skill/OpenGL
ArcObjects,http://www.linkedin.com/skills/skill/ArcObjects
ArcSDE,http://www.linkedin.com/skills/skill/ArcSDE
Computational Geometry,http://www.linkedin.com/skills/skill/Computational_Geometry
Windows OS,http://www.linkedin.com/skills/skill/Windows_OS
SQL Server 2005/2000,http://www.linkedin.com/skills/skill/SQL_Server_2005/2000
Amazon Web Services,http://www.linkedin.com/skills/skill/Amazon_Web_Services
Batch Processing,http://www.linkedin.com/skills/skill/Batch_Processing
Batch,http://www.linkedin.com/skills/skill/Batch
Requirement Specifications,http://www.linkedin.com/skills/skill/Requirement_Specifications
Market Requirements Documents,http://www.linkedin.com/skills/skill/Market_Requirements_Documents
Functional Requirements,http://www.linkedin.com/skills/skill/Functional_Requirements
Protocol,http://www.linkedin.com/skills/skill/Protocol
Specifications,http://www.linkedin.com/skills/skill/Specifications
IBM Servers,http://www.linkedin.com/skills/skill/IBM_Servers
xSeries,http://www.linkedin.com/skills/skill/xSeries
Blades,http://www.linkedin.com/skills/skill/Blades
NFS,http://www.linkedin.com/skills/skill/NFS
Network Operations,http://www.linkedin.com/skills/skill/Network_Operations
IBM Storage,http://www.linkedin.com/skills/skill/IBM_Storage
Tape Libraries,http://www.linkedin.com/skills/skill/Tape_Libraries
IBM Storwize V7000 and Storwize V7000 Unified Disk Systems,http://www.linkedin.com/skills/skill/IBM_Storwize_V7000_and_Storwize_V7000_Unified_Disk_Systems
IBM PureSystems,http://www.linkedin.com/skills/skill/IBM_PureSystems
German,http://www.linkedin.com/skills/skill/German
Romanian,http://www.linkedin.com/skills/skill/Romanian
Diameter,http://www.linkedin.com/skills/skill/Diameter
EMC Storage,http://www.linkedin.com/skills/skill/EMC_Storage
Data Domain,http://www.linkedin.com/skills/skill/Data_Domain
Backup Solutions,http://www.linkedin.com/skills/skill/Backup_Solutions
Customer Escalation Management,http://www.linkedin.com/skills/skill/Customer_Escalation_Management
Deduplication,http://www.linkedin.com/skills/skill/Deduplication
VTL,http://www.linkedin.com/skills/skill/VTL
Avamar,http://www.linkedin.com/skills/skill/Avamar
Blues Guitar,http://www.linkedin.com/skills/skill/Blues_Guitar
Online Personal Branding,http://www.linkedin.com/skills/skill/Online_Personal_Branding
Employer Branding,http://www.linkedin.com/skills/skill/Employer_Branding
Linkedin Profile Optimization,http://www.linkedin.com/skills/skill/Linkedin_Profile_Optimization
Linkedin Job Search,http://www.linkedin.com/skills/skill/Linkedin_Job_Search
Profile Optimization Expert,http://www.linkedin.com/skills/skill/Profile_Optimization_Expert
IronRuby,http://www.linkedin.com/skills/skill/IronRuby
Ruby/Python,http://www.linkedin.com/skills/skill/Ruby/Python
Physical,http://www.linkedin.com/skills/skill/Physical
Home,http://www.linkedin.com/skills/skill/Home
Technology Services,http://www.linkedin.com/skills/skill/Technology_Services
Capacity Planning,http://www.linkedin.com/skills/skill/Capacity_Planning
Investigation,http://www.linkedin.com/skills/skill/Investigation
Prevention,http://www.linkedin.com/skills/skill/Prevention
Lifestyle,http://www.linkedin.com/skills/skill/Lifestyle
Outcomes,http://www.linkedin.com/skills/skill/Outcomes
Protection,http://www.linkedin.com/skills/skill/Protection
Police,http://www.linkedin.com/skills/skill/Police
Relocations,http://www.linkedin.com/skills/skill/Relocations
Benefits,http://www.linkedin.com/skills/skill/Benefits
Investigations,http://www.linkedin.com/skills/skill/Investigations
Preparation,http://www.linkedin.com/skills/skill/Preparation
Component Testing,http://www.linkedin.com/skills/skill/Component_Testing
Amdocs OMS,http://www.linkedin.com/skills/skill/Amdocs_OMS
Data Classification,http://www.linkedin.com/skills/skill/Data_Classification
Event Processing,http://www.linkedin.com/skills/skill/Event_Processing
enabler,http://www.linkedin.com/skills/skill/enabler
Establishment and managing of recruitment processes,http://www.linkedin.com/skills/skill/Establishment_and_managing_of_recruitment_processes
Evaluating and approving recruitment tools,http://www.linkedin.com/skills/skill/Evaluating_and_approving_recruitment_tools
WebDynpro,http://www.linkedin.com/skills/skill/WebDynpro
F#,http://www.linkedin.com/skills/skill/F#
System Modeling,http://www.linkedin.com/skills/skill/System_Modeling
Performance Assurance,http://www.linkedin.com/skills/skill/Performance_Assurance
Automation Tools,http://www.linkedin.com/skills/skill/Automation_Tools
IT Transformation,http://www.linkedin.com/skills/skill/IT_Transformation
IT Business Strategy,http://www.linkedin.com/skills/skill/IT_Business_Strategy
IT Enabled Business Transformation,http://www.linkedin.com/skills/skill/IT_Enabled_Business_Transformation
IT Business Management,http://www.linkedin.com/skills/skill/IT_Business_Management
IT architecture,http://www.linkedin.com/skills/skill/IT_architecture
IT integration,http://www.linkedin.com/skills/skill/IT_integration
Architectural Project Management,http://www.linkedin.com/skills/skill/Architectural_Project_Management
Integration technologies,http://www.linkedin.com/skills/skill/Integration_technologies
IT Security Assessments,http://www.linkedin.com/skills/skill/IT_Security_Assessments
IT Risk Management,http://www.linkedin.com/skills/skill/IT_Risk_Management
PMO Services,http://www.linkedin.com/skills/skill/PMO_Services
development life cycle management,http://www.linkedin.com/skills/skill/development_life_cycle_management
CRM for business improvment,http://www.linkedin.com/skills/skill/CRM_for_business_improvment
Sale and Marketing technical support,http://www.linkedin.com/skills/skill/Sale_and_Marketing_technical_support
Real Estate Economics,http://www.linkedin.com/skills/skill/Real_Estate_Economics
Commercial Real Estate,http://www.linkedin.com/skills/skill/Commercial_Real_Estate
Spatial Analysis,http://www.linkedin.com/skills/skill/Spatial_Analysis
ArcMap,http://www.linkedin.com/skills/skill/ArcMap
ArcGIS,http://www.linkedin.com/skills/skill/ArcGIS
SCADA,http://www.linkedin.com/skills/skill/SCADA
vSphere,http://www.linkedin.com/skills/skill/vSphere
JMP,http://www.linkedin.com/skills/skill/JMP
MapInfo,http://www.linkedin.com/skills/skill/MapInfo
Recruitment and placement,http://www.linkedin.com/skills/skill/Recruitment_and_placement
STP,http://www.linkedin.com/skills/skill/STP
STD,http://www.linkedin.com/skills/skill/STD
STR,http://www.linkedin.com/skills/skill/STR
Reference Checking,http://www.linkedin.com/skills/skill/Reference_Checking
Job Fairs,http://www.linkedin.com/skills/skill/Job_Fairs
Infrastructure Recruiting,http://www.linkedin.com/skills/skill/Infrastructure_Recruiting
Mobile Programmers Recruiting,http://www.linkedin.com/skills/skill/Mobile_Programmers_Recruiting
Information Security Management Recruiting,http://www.linkedin.com/skills/skill/Information_Security_Management_Recruiting
Quality Assurance Recruiting,http://www.linkedin.com/skills/skill/Quality_Assurance_Recruiting
LinkedIn Recruiting,http://www.linkedin.com/skills/skill/LinkedIn_Recruiting
3PAR,http://www.linkedin.com/skills/skill/3PAR
Technical Presales,http://www.linkedin.com/skills/skill/Technical_Presales
Infrastructure Solutions,http://www.linkedin.com/skills/skill/Infrastructure_Solutions
C# 4.0,http://www.linkedin.com/skills/skill/C#_4.0
Stata,http://www.linkedin.com/skills/skill/Stata
ACD Management,http://www.linkedin.com/skills/skill/ACD_Management
Sales Enablement,http://www.linkedin.com/skills/skill/Sales_Enablement
Cloud,http://www.linkedin.com/skills/skill/Cloud
Multidisciplinary Products,http://www.linkedin.com/skills/skill/Multidisciplinary_Products
DWDM,http://www.linkedin.com/skills/skill/DWDM
OTN,http://www.linkedin.com/skills/skill/OTN
Optical Communications,http://www.linkedin.com/skills/skill/Optical_Communications
Avaya PBX,http://www.linkedin.com/skills/skill/Avaya_PBX
Offshoring,http://www.linkedin.com/skills/skill/Offshoring
Charismatic Leadership,http://www.linkedin.com/skills/skill/Charismatic_Leadership
CEO Succession,http://www.linkedin.com/skills/skill/CEO_Succession
From Scratch,http://www.linkedin.com/skills/skill/From_Scratch
Network Management Applications,http://www.linkedin.com/skills/skill/Network_Management_Applications
Customer Experience Management,http://www.linkedin.com/skills/skill/Customer_Experience_Management
Human Resource Development,http://www.linkedin.com/skills/skill/Human_Resource_Development
Brand Leverage,http://www.linkedin.com/skills/skill/Brand_Leverage
Broadband,http://www.linkedin.com/skills/skill/Broadband
Avaya,http://www.linkedin.com/skills/skill/Avaya
Contact Centers,http://www.linkedin.com/skills/skill/Contact_Centers
Antivirus,http://www.linkedin.com/skills/skill/Antivirus
Online Backup,http://www.linkedin.com/skills/skill/Online_Backup
Anti-spam,http://www.linkedin.com/skills/skill/Anti-spam
Computer Maintenance,http://www.linkedin.com/skills/skill/Computer_Maintenance
cloud services,http://www.linkedin.com/skills/skill/cloud_services
Computer Architecture,http://www.linkedin.com/skills/skill/Computer_Architecture
Database Development,http://www.linkedin.com/skills/skill/Database_Development
Google App Engine,http://www.linkedin.com/skills/skill/Google_App_Engine
Cloud Consulting,http://www.linkedin.com/skills/skill/Cloud_Consulting
SpringSource,http://www.linkedin.com/skills/skill/SpringSource
Parsley,http://www.linkedin.com/skills/skill/Parsley
OpenCV,http://www.linkedin.com/skills/skill/OpenCV
Cross Selling,http://www.linkedin.com/skills/skill/Cross_Selling
"Years sales management experience in field sales personnel,Frontal and telephone","http://www.linkedin.com/skills/skill/Years_sales_management_experience_in_field_sales_personnel,Frontal_and_telephone"
Ability to negotiate higher,http://www.linkedin.com/skills/skill/Ability_to_negotiate_higher
Management and operation of a call center model insourcing,http://www.linkedin.com/skills/skill/Management_and_operation_of_a_call_center_model_insourcing
Call Centers,http://www.linkedin.com/skills/skill/Call_Centers
Large Budget Management,http://www.linkedin.com/skills/skill/Large_Budget_Management
IT Operations Management,http://www.linkedin.com/skills/skill/IT_Operations_Management
Report Manager,http://www.linkedin.com/skills/skill/Report_Manager
Distributor Relations,http://www.linkedin.com/skills/skill/Distributor_Relations
Deal Management,http://www.linkedin.com/skills/skill/Deal_Management
symantec,http://www.linkedin.com/skills/skill/symantec
WAN,http://www.linkedin.com/skills/skill/WAN
PBX,http://www.linkedin.com/skills/skill/PBX
Vendor,http://www.linkedin.com/skills/skill/Vendor
Global Alliances,http://www.linkedin.com/skills/skill/Global_Alliances
Media Asset Management,http://www.linkedin.com/skills/skill/Media_Asset_Management
HPC,http://www.linkedin.com/skills/skill/HPC
Infiniband,http://www.linkedin.com/skills/skill/Infiniband
Danish,http://www.linkedin.com/skills/skill/Danish
Submarine Cables,http://www.linkedin.com/skills/skill/Submarine_Cables
Google Search,http://www.linkedin.com/skills/skill/Google_Search
FDA,http://www.linkedin.com/skills/skill/FDA
Exhibition Management,http://www.linkedin.com/skills/skill/Exhibition_Management
Brochure Writing,http://www.linkedin.com/skills/skill/Brochure_Writing
Collateral,http://www.linkedin.com/skills/skill/Collateral
Skin Care Products,http://www.linkedin.com/skills/skill/Skin_Care_Products
Business Integration,http://www.linkedin.com/skills/skill/Business_Integration
Digital Certificates,http://www.linkedin.com/skills/skill/Digital_Certificates
Deployment Planning,http://www.linkedin.com/skills/skill/Deployment_Planning
Enterprise Portals,http://www.linkedin.com/skills/skill/Enterprise_Portals
Wikis,http://www.linkedin.com/skills/skill/Wikis
Private Sector,http://www.linkedin.com/skills/skill/Private_Sector
Client Side,http://www.linkedin.com/skills/skill/Client_Side
Mobile Telecommunications,http://www.linkedin.com/skills/skill/Mobile_Telecommunications
online,http://www.linkedin.com/skills/skill/online
Program Planning,http://www.linkedin.com/skills/skill/Program_Planning
Revenue Forecasting,http://www.linkedin.com/skills/skill/Revenue_Forecasting
Production Management,http://www.linkedin.com/skills/skill/Production_Management
Mobile Web Design,http://www.linkedin.com/skills/skill/Mobile_Web_Design
Creative Briefs,http://www.linkedin.com/skills/skill/Creative_Briefs
Account Planning,http://www.linkedin.com/skills/skill/Account_Planning
Online Travel,http://www.linkedin.com/skills/skill/Online_Travel
Revenue Analysis,http://www.linkedin.com/skills/skill/Revenue_Analysis
Oracle HR,http://www.linkedin.com/skills/skill/Oracle_HR
Dynamics,http://www.linkedin.com/skills/skill/Dynamics
Digital Production,http://www.linkedin.com/skills/skill/Digital_Production
Brand Communication,http://www.linkedin.com/skills/skill/Brand_Communication
Branded Entertainment,http://www.linkedin.com/skills/skill/Branded_Entertainment
Communications Planning,http://www.linkedin.com/skills/skill/Communications_Planning
Business Insights,http://www.linkedin.com/skills/skill/Business_Insights
Interactive Entertainment,http://www.linkedin.com/skills/skill/Interactive_Entertainment
Social CRM,http://www.linkedin.com/skills/skill/Social_CRM
Integrated Marketing Communications Planning,http://www.linkedin.com/skills/skill/Integrated_Marketing_Communications_Planning
Engagement Planning,http://www.linkedin.com/skills/skill/Engagement_Planning
Innovation Consulting,http://www.linkedin.com/skills/skill/Innovation_Consulting
